id,student_id,true_event_observed,months_to_event,actual_salary,placement_city_tier,employer_type,event_observed,is_noisy_label,noise_type,placement_status
fb6a8b89-863e-5fff-a225-be8091dad3cc,209c79ec-0149-5067-abeb-3241636a8cc1,True,1,536752.58,1.0,MNC,True,False,none,placed
2172b3fa-3212-5950-8db4-be2fd8421449,ec919b2f-09aa-5566-820e-8b1d63d4fcde,True,2,355572.54,2.0,Startup,True,False,none,placed
98038baf-b900-5eb1-bc77-90f8f51c5114,61f733af-7840-5e5d-8a6f-eb727ead9acc,False,5,,,,False,False,none,searching
6e65c357-c085-5a9a-9760-c8654a2b15d4,779c480e-a971-5386-bafa-1923f3ef8a6f,False,10,,,,True,True,false_positive,placed
e8d83850-2dd6-5c49-8a74-e534e1da56e6,bf465a9d-e6c2-5a39-923e-8308c38cce4d,False,4,,,,False,False,none,searching
e30d63d9-36ac-555d-9f0d-9c73c04fa49c,b32d9a31-04ad-55e2-a959-bc06ae107948,True,5,372083.72,3.0,Mid-size,True,False,none,placed
ae856b7e-60c3-5af2-b053-fa147aff34b7,ec429357-e674-5a09-a73a-20b35a482245,True,2,912012.04,1.0,Startup,True,False,none,placed
64f9e79f-6bef-5c81-b3d2-ee82765373f7,d313a67b-56a9-562a-9b67-f61abb894d8b,True,4,481643.76,2.0,Startup,True,False,none,placed
5023428c-f253-50db-88c1-2f54f6442293,479ffef9-6071-57a3-929f-4c0a316b5520,True,5,384751.04,1.0,Startup,True,False,none,placed
727eda25-a7a6-5b8d-9c41-9c9ef52c5f42,3bc57bb0-a00b-5a09-95c6-54cae2d9c71d,False,7,,,,False,False,none,searching
fc8f191b-8980-508c-bdec-86f92afa7fec,8fb52695-e4a7-5ec0-a14c-5201a62a4774,True,2,479928.69,1.0,Mid-size,True,False,none,placed
2d9db2dc-d9cb-5bb8-9ff2-c0dc2440d54f,7e735884-5576-5532-96b0-8c8f3b06eb05,False,6,,,,False,False,none,searching
106f5d1b-ca32-5641-a742-0ef1b86e9931,59c3f398-4af3-57dd-96aa-b9809182ce5e,True,8,425813.37,1.0,Mid-size,True,False,none,placed
130157f1-2088-5da8-9ee9-b503d36504ef,e175de24-1999-5769-8bee-cf1d18d2213a,False,9,,,,False,False,none,searching
b6b02ad2-451e-5f21-99e3-6e9a2c7c423d,098ee95c-da06-51ea-a3f5-3e6eddada871,False,8,,,,False,False,none,searching
85378393-efea-5f20-a601-5a3d42bc8ca3,869efeee-d7b4-579f-ae7b-97cee5e35e6e,True,8,666285.65,2.0,Mid-size,True,False,none,placed
50ef774f-d4de-57f6-9434-8f9ffc01c26b,29b8a7e0-c87e-521c-80b9-208823986654,False,5,,,,False,False,none,searching
1183a12c-c0a1-54f5-92d0-2f0ab4fdcde3,a83901f0-e2ed-59a5-80ce-22a4726a345e,False,10,,,,False,False,none,searching
50a351ea-936d-5b3f-80c8-372628d79cd2,35a16c24-4f65-5fa2-a425-d24668f10f06,False,12,,,,False,False,none,searching
eecb9776-88b0-5273-b683-078ada2534f5,7d56158e-2852-5d36-8620-0812bd010e15,True,12,480018.82,1.0,Local/SME,True,False,none,placed
af6777c3-5ba5-521d-bd81-22b7b3f113ab,c0fe0318-fec6-513b-bb57-90812e5e7e6f,False,10,,,,False,False,none,searching
b164880b-59c6-510f-a9df-51b24ce60dac,eaa716d5-575c-5128-bc70-20161d8899d6,False,6,,,,False,False,none,searching
77da130c-ddfb-5de1-ace3-a40482a73d78,df00a704-8c8e-58c2-a30b-fc039eb64064,True,8,383959.08,1.0,Mid-size,True,False,none,placed
1b837096-c30e-53a9-a19e-18068f1229a5,105e9184-d484-539c-84d9-300fc8ac4b2d,False,9,,,,False,False,none,searching
88468ab3-810f-59c1-979e-e66663a3d88c,54e8933b-8b82-5420-8ffd-041f9fe3eb3a,True,9,453570.85,1.0,Mid-size,True,False,none,placed
ee3d5b4a-3b2b-5679-9875-1e953e2757b9,acab6df0-cd86-550d-91d6-cd52e441c1ab,True,1,667072.5,1.0,Mid-size,True,False,none,placed
664b5794-03a6-50cd-a5db-5af2eb403a73,93300a74-b34e-5298-b909-93e90b03f229,False,7,,,,False,False,none,searching
9ac40cd0-f55c-5501-bf35-42326d50c2c2,48bd5ef9-fd85-534a-9478-4c4fa4e203c1,False,9,,,,False,False,none,searching
b5aeb62d-95c1-5646-92ab-15479b41e6f3,2d177585-05dc-5fd7-829b-f7f99e7e4338,False,11,,,,False,False,none,searching
beb70c77-237b-561d-aab1-2dd228e7c072,874916a8-7fb6-5ea8-a6d1-77cb9de5ae4c,False,7,,,,False,False,none,searching
47fd686c-72cf-5ce5-bc86-6c249fef797d,937d4c04-4010-586b-87ed-0ab988ed6fc6,False,12,,,,False,False,none,searching
ddc8321a-bbe5-588d-a09f-950c3690a975,cf9fde0c-bea6-531b-b173-b32c84c17430,True,2,430541.73,2.0,Mid-size,True,False,none,placed
83e10eec-7776-5218-8bf8-92fae560de86,3b2478bb-a3f8-52ed-bc06-26278ccb31bf,False,9,,,,False,False,none,searching
30828b8c-2256-556c-a30b-fe901d49b22a,91413652-635d-53c8-a68e-6b4e0d1a1c41,False,5,,,,True,True,clerical,placed
402a35bf-afb2-5157-a757-b4c990879542,d0a4fdf2-202b-53e4-b033-c91a09360be6,True,1,379291.74,1.0,Mid-size,True,False,none,placed
88390986-d3e1-5d15-bd1e-5524c859d538,5c6246b5-0731-5ec4-a584-cf7ab752b4ea,True,3,603521.78,2.0,MNC,True,False,none,placed
15145432-d0ef-524c-9cfd-003728dcf483,0cc8ac53-8ad9-5047-b2ee-42593acce5b4,False,8,,,,False,False,none,searching
e78deb1b-362d-59eb-928c-ea7fc683a6e4,fa2ed4bc-4138-54ad-8467-767d3b49f106,False,10,,,,False,False,none,searching
9eade376-cf8f-5203-a2fc-540853906bda,25cb6657-ead9-51ca-bfd4-a0c89b2e1f69,False,10,,,,False,False,none,searching
fa415ce6-c52c-53ad-8f82-f742199a2021,e83a4c47-4726-5e4b-b8a7-c9957bd90ed1,False,12,,,,False,False,none,searching
8db1c398-efe6-5751-a168-a8484331beb3,ed11f974-8b28-557a-9e50-9b28d43a9881,False,6,,,,False,False,none,searching
106c69a1-eec3-5238-89e6-bb319ceabfa4,90a6ee29-8ef9-5b1b-9047-bf69fe5faa64,False,4,,,,False,False,none,searching
6c81c16d-1631-5c24-8d3c-38423cb22271,db0ecc47-ac03-58b2-a13d-7bb2984e8e85,False,9,,,,False,False,none,searching
6c1a0923-e6eb-5511-bd49-02754a6ccd53,92f7c64f-e60e-5ba7-a6b9-4f7f10d17b12,False,6,,,,False,False,none,searching
82c24439-c975-52c0-a335-cca3e2b3c1e8,4c7d4ac6-8227-546c-8d93-0bef23229a21,False,5,,,,False,False,none,searching
4d3b3b9c-02fe-5763-88ae-62a2525ab144,0f947041-a139-59ff-98d9-15e873a30566,True,4,473033.25,2.0,Local/SME,True,False,none,placed
4c8aad5c-630b-5839-a596-1867fb018b39,24359bdb-98d1-5f5e-935a-3cf33c3c4899,True,1,1085533.8,1.0,MNC,True,False,none,placed
a3ca5f09-c45b-5fdc-8e69-92666e3f2fd7,0d72f61d-a30b-55f5-830f-01ed4c2aaa57,True,12,576097.86,1.0,MNC,True,False,none,placed
3adf6f9f-aa9f-53e1-8036-6b70533f7df1,497b9218-c309-54c2-b970-6a536f74c1c5,False,4,,,,False,False,none,searching
bdd379b4-1473-57c3-9b09-7bab09017adb,76b7bf4d-ee37-5086-9d4e-47670ab098bd,False,12,,,,False,False,none,searching
d70882a7-fe9f-5d12-ac60-876ab28f26bf,f76fae6d-dd0e-5080-a2fc-67aebd95510d,False,10,,,,False,False,none,searching
3cf62954-a016-5814-a54e-0b7fbffd9402,a02519cd-bbaa-589d-b4b7-e78b27a1da27,False,6,,,,False,False,none,searching
6e87739a-82b7-5726-954a-118e8d6bacf4,b121a8da-df92-566f-b598-5f2ed9dcbc32,True,2,579634.97,1.0,MNC,True,False,none,placed
96c34057-bd63-5ca2-a8eb-8077480b04c6,4dc75db6-eec6-5e43-9693-abe0da4047da,True,1,1163701.86,1.0,MNC,True,False,none,placed
404abd66-44c1-547b-84ac-6af8941a7984,6328285d-eb8e-5f64-9e4a-b2d18b9b07e3,False,7,,,,False,False,none,searching
ee62f1bb-9b37-5b7b-8551-0f8d46c6e080,9ac2766c-28c5-5997-85d4-b4063ad626be,False,6,,,,False,False,none,searching
e075311a-9f70-55a8-8094-2e7719490e3c,d69690b0-c208-5521-88fa-f5157d595217,True,3,454518.28,2.0,Local/SME,True,False,none,placed
1f04a481-1a4c-5c60-94ea-e77a0878d062,0001d5a0-13b7-5b1e-95f9-1e2b6634767e,False,5,,,,False,False,none,searching
c01f64ec-efbe-52df-9b2b-46ad97ba3a80,643b2d89-157b-584b-8093-fae63ee9c667,False,5,,,,False,False,none,searching
1ae2e840-708e-57e2-9de0-af39d4be86a8,42d696c0-cd6a-5fdc-9374-374cb7641a9c,False,12,,,,False,False,none,searching
3ea17836-c45b-59e0-aefa-96764904c45e,b9e5ddea-3802-5cab-b59a-13014a237649,False,10,,,,False,False,none,searching
3939437a-fb4c-5b5c-8259-1ac7fafc9e7e,69319b5d-2ce5-528f-91d3-ebef68cb2716,False,6,,,,False,False,none,searching
6fa2cfa4-1b8a-5827-bd49-0ae26725eceb,d1684c3f-05e4-5d7f-b74c-e2e706ba4cd1,False,7,,,,False,False,none,searching
ca65f8e5-83ee-50c3-ad4f-7ec666e578d7,b3cbafc0-4d62-536a-a225-b53c5dd99751,False,12,,,,False,False,none,searching
6a4eda6a-d71b-5f4a-ad32-99a91015dad4,35382b86-1159-5104-b228-0ada83771c8a,False,4,,,,False,False,none,searching
ff19a7e9-5fa0-5e2c-8cd8-ed53ce661cb7,e042be91-d78e-562b-8fdf-82c71da66ef6,True,5,411990.87,1.0,Startup,True,False,none,placed
b007c269-95af-517e-b742-9ea146ec6b86,93ff7779-2426-5bb6-8081-bc7bf9ed1749,False,7,,,,False,False,none,searching
2a77f14c-5b77-551c-b179-2fc172160c78,12e3e0cd-a11f-5b6f-a7f5-f1de336558c2,False,5,,,,False,False,none,searching
982b07f3-d189-54e3-9fa3-7c9863f3770d,91de63d0-0083-5f5d-9de1-c4be89a6a118,True,1,427973.52,2.0,Mid-size,True,False,none,placed
feb0321e-0c9a-5e53-8027-6730df1e55b5,0201743f-ed33-5929-8fb6-4611c0bb5597,False,6,,,,False,False,none,searching
8585f00d-44b4-5fb4-bc90-f9f9c8528c81,ab666768-8e7a-57a0-999a-872b1795de20,True,6,433772.22,2.0,Startup,True,False,none,placed
d1e358a7-a613-57d5-a819-d814e75b3f8c,c47ebbfa-6d99-5879-b0c0-22468ab98545,False,4,,,,False,False,none,searching
04159f80-e0c8-5a1e-aebe-375685fac960,1d1cc1f4-28bf-5288-85e8-d6ca74488fec,True,6,429317.69,2.0,Startup,True,False,none,placed
2305fe9a-2101-5ca8-b94d-812b39378f5a,757d744a-942b-5d6b-b695-731914f7c07b,False,11,,,,False,False,none,searching
88e901fd-9840-5818-a817-040e078ba71a,7ac413ae-8c10-5685-976a-0adbb2139063,False,5,,,,True,True,false_positive,placed
85095a4d-fa6c-5d63-9578-f537c2a7ac4b,6eb8d380-e110-52e1-9c8d-e4f87424e480,True,7,393923.11,1.0,Mid-size,True,False,none,placed
2c0bd3d5-0f43-5a17-b5bb-08ce69790adf,b967104a-f50c-5754-b6e0-f11222ab429f,True,1,461534.65,2.0,Mid-size,True,False,none,placed
0815864d-cb30-5916-8e9b-886851d44b3a,664ff914-9336-51fd-afc5-a9e1c18cb8d0,False,12,,,,False,False,none,searching
2a21c7c6-c88a-53b5-86dd-f475e381350c,25f6002f-c20e-5ef2-9a0c-b47f1ef60c0d,False,11,,,,False,False,none,searching
e217c2f6-2696-5856-a005-c34cb2b0cbb9,94f3b548-3c9b-5ea7-bd0d-03e62a97adf2,False,5,,,,True,True,clerical,placed
845e856c-ea7a-5620-ae2a-f7e5df7a7894,1a0e7aa2-2ebc-540d-84ea-9b527aa4c096,True,1,485269.98,2.0,Local/SME,True,False,none,placed
fbd44b64-9249-5582-b7d1-9795e4487110,e2a3cdef-bcf3-57c6-9eca-900a4a07b52e,True,1,421543.29,1.0,Mid-size,True,False,none,placed
a20db90a-bb08-520f-998a-9ae6036b11c1,0cc7d39f-d161-5a0b-825d-0f276004955b,False,9,,,,False,False,none,searching
91e87038-6802-59ff-9d75-e4077acd261d,6dc5411b-7796-5bf8-8e40-aa159bfb66a9,False,5,,,,False,False,none,searching
6059d811-28d1-5313-91b8-22e412f5c2ce,0a393fd2-1daf-55aa-924c-9cdbe3dfa074,False,7,,,,False,False,none,searching
86927dc9-b534-51b3-b17c-9f20685b86ef,c832b200-a063-5122-ace6-2a32be0c2f97,False,8,,,,False,False,none,searching
e884ef19-31ae-57ad-81fb-d042982803ec,c9e3ebf6-e7a4-5919-a371-64df2dfd40eb,False,7,,,,False,False,none,searching
34f3adcf-4319-5cc9-87e7-ecc614c52fcd,fba027e3-0a91-5425-b107-b925df66df96,False,5,,,,False,False,none,searching
6fbd87bf-1ec7-5c2f-bcb5-e2ede080006f,b6c31324-d3de-511d-8560-c73c579e90ae,False,4,,,,False,False,none,searching
bc14a6f8-70a1-5534-8dea-b6c11a0c87b4,d61fb0d6-4feb-5cd6-a49b-cb9bfb7102f5,True,7,501813.25,2.0,MNC,True,False,none,placed
27318510-b6c2-5bc9-a5ef-9233c6f3bb7e,1fef8ec6-0b25-5579-9a79-08d66e75a1ad,False,12,,,,False,False,none,searching
4ac1341a-60a8-5267-ac44-3196bb7136f7,4353439b-8d1c-5ced-af11-de62e97199f0,False,7,,,,False,False,none,searching
8c34a7cb-82b7-5096-a45f-00629b66b5e4,b5eef3e5-d99f-5a6f-97ce-fa64eb9e48eb,True,4,1029698.98,1.0,MNC,True,False,none,placed
d349d896-ab42-5c05-bf9e-97a7627e41da,c8bfd8f8-ff89-55f4-8225-aa3f25756dd3,False,9,,,,False,False,none,searching
3c26e61b-bb9a-5c5b-932f-2ee979ddb772,1bd98379-785f-5edc-9cff-9f2c4041088f,False,5,,,,False,False,none,searching
bee24e88-d36c-5af7-9104-2758f89b1f2d,55cff80b-7132-53cf-9991-2bc39ceb6d92,True,2,454553.24,3.0,Mid-size,True,False,none,placed
43e5aa8f-fd76-5726-bac7-8f3b33357cb7,99e6e888-e713-5a71-a79c-f66b1e3e8eb9,False,4,,,,False,False,none,searching
c9037687-5de4-5384-bcdc-ddcfce142cc8,e9b770fe-52fb-5286-ac9d-4a51fe03f86a,True,1,438439.53,1.0,Startup,True,False,none,placed
d9f30be5-7bbf-59b2-b47f-b3949bf875ec,74c18c0d-7920-5e82-83cf-6cbe71457096,False,6,,,,False,False,none,searching
2439ebeb-2eed-5152-a0fb-bbe08e6008bd,01e6ac2e-49b2-590a-9df5-f6e773a330a4,True,1,431323.68,2.0,Startup,True,False,none,placed
21bf3bee-fe00-5b86-9a07-394b1eae5fd9,2c760e6b-7884-5a76-abed-c665ab40eb97,False,8,,,,False,False,none,searching
354661e1-3b2b-5859-a1e9-f7c2b61a2cf8,8e08aa50-b991-5394-a6a7-51769f5523c2,False,10,,,,False,False,none,searching
c733c8b3-1ac9-530e-8a66-02acd2a00aac,aa16083b-94bf-580e-a037-31d01b5edea5,False,5,,,,False,False,none,searching
7e3081b8-1819-56b7-8080-942ca2675c0c,99eace0d-d5a4-5d27-a41f-55e3480adbaf,False,4,,,,False,False,none,searching
8d977055-b67b-5640-a9e2-ed3ff2d0b3b7,a4455e4a-f345-5f2a-82cf-1daf7e40fbf0,True,5,399993.9,1.0,Startup,True,False,none,placed
fe54f153-51f0-5c83-9290-8a8c382112b8,12d928b6-5a5d-5749-8898-2d68dffee23f,False,10,,,,False,False,none,searching
4826fba3-13f5-5489-8f70-3e73b0b0f0f8,72ee926d-a931-5a17-9402-94be13a50fd6,False,5,,,,False,False,none,searching
af6a1f24-1114-595a-bf4c-c6f84527499d,4edf570a-e8a0-59f8-bbd6-c1d4703cd4eb,True,3,423746.83,1.0,Local/SME,True,False,none,placed
a18dbf87-ba20-5552-a109-cdb53b19986e,1203bef0-776d-5a20-be50-fb11ee08aed6,False,10,,,,False,False,none,searching
c4ade9e7-39fa-5e28-9228-1b5c698dbdca,7173e910-6714-5210-955e-a729de9b403a,False,8,,,,False,False,none,searching
f2f9dea1-de54-5258-8d6d-91d61bcd4e32,f0d08ccc-9a4d-59a5-9731-20cd5a1f6523,True,2,1173070.43,1.0,Mid-size,True,False,none,placed
f1b75936-fec2-524a-a918-ffee7e135291,c37450fb-eb1e-50db-b09e-5441fb24f752,True,1,532298.29,1.0,MNC,True,False,none,placed
a105ba31-d2ff-5df0-931d-b1e883393d60,0928990c-9892-5b27-8082-43d20e76456b,False,7,,,,False,False,none,searching
a958a788-c358-5664-98c1-c42141b7e22b,0991f92c-e591-5e79-a330-5003ef6ea47d,False,4,,,,False,False,none,searching
0b700aa3-35b7-5db3-a991-800478fad8dc,00282874-70ed-522c-a28b-9b3c8a02c2a8,False,12,,,,False,False,none,searching
64c44554-26d5-5074-9c86-41d0abc73e2e,9709e5c4-1539-578c-9be2-e25916b3cfa9,False,10,,,,False,False,none,searching
9ad5b604-940e-5e1c-82be-695e07907a0e,92e19894-50c6-5d2c-ac42-e02c426abf15,False,8,,,,False,False,none,searching
00913de5-31d7-5eff-bf02-8e1ce87941d4,06249b54-e90c-5aa5-82e2-194b78da9caf,False,11,,,,False,False,none,searching
0eefe4dd-45d7-58ff-8475-4eb0615fe64a,522ee50d-475f-5c1a-85ba-8ab9f2df8a9a,False,4,,,,False,False,none,searching
01d367ce-43d1-5ebd-8cf7-495a202d6162,23d349e0-a0af-55a5-bdc8-391a3efed64a,True,4,412177.41,2.0,Startup,True,False,none,placed
755f2e38-54b9-539f-8889-a421f31a944e,b45384aa-ad4e-5e67-901f-95e21f90bf54,False,7,,,,False,False,none,searching
0ee58b50-7868-5cd6-8981-1beecb8bdb5f,5d207baf-a1c0-5efa-9956-1b2b83c35b90,True,7,369804.93,1.0,Startup,True,False,none,placed
5373ea09-c2de-5afb-92c6-79dd82c44564,686d2d7d-681d-5c3e-acca-4000e5fa0bb1,True,1,689647.04,2.0,Mid-size,True,False,none,placed
284c4ce7-b039-52e5-9edd-8458370645ff,b6e63f3b-64eb-521d-bcba-bfac97c7b993,True,3,410077.11,1.0,Startup,True,False,none,placed
ecb7b06b-9404-5610-8c99-3987128a563e,4d50bff6-0d2e-5d7f-a546-a8f88a0cbdcf,False,12,,,,False,False,none,searching
527c6b8d-ecaf-5b9c-9dc7-1b7d693c69b8,287a2741-6009-51d1-8306-84e7fb24c4dc,False,10,,,,False,False,none,searching
ecdfacbe-b54f-529f-a49d-8024bc11b1cd,dec0fa24-553e-57d3-aaad-1d38151032a0,False,11,,,,False,False,none,searching
138108dd-670c-53dc-a8bc-ae0967085d01,152e11dc-0129-53aa-859f-bbd8f0dc9ada,False,12,,,,False,False,none,searching
d66e3dce-1599-5758-b08c-e28854fdcf1c,9855a87f-429f-599c-855b-60b55c56c623,True,5,461698.11,1.0,Local/SME,True,False,none,placed
faf25f61-9f81-515c-b3ab-93949796d125,498e25bd-fa35-52ad-80b1-d15a85996f0e,False,12,,,,False,False,none,searching
534eee8f-6578-5ab0-821b-70c4bce95822,5ba66808-397e-5ec9-af0b-9d5589e995fd,False,5,,,,False,False,none,searching
5cea479f-e643-5b5c-893e-6b46c16c3c5a,419306de-45de-5908-b8b6-146ff4400897,False,11,,,,False,False,none,searching
de8be170-9fdc-5152-80a3-40ee4bb25a48,cfd12f57-e857-54cf-a986-152d6e2d26c0,False,5,,,,False,False,none,searching
20fc44b9-e9b5-56a0-b1b4-c17fb339ed72,4571afba-8a6a-5c96-a8b5-efab4cc2f9e9,False,9,,,,False,False,none,searching
23171a98-db24-517d-8893-87c769b25832,e7e76a4a-47f4-58b4-9946-724f28ad8802,False,10,,,,False,False,none,searching
d16ac00d-2eb7-534b-b8e6-93533340238b,7ff92b87-7d21-56c0-9a6b-b177fb9dcc71,True,2,527946.91,1.0,Mid-size,True,False,none,placed
afd5adcc-91d7-5d23-93fb-cfc463233252,ef119966-be00-5977-8f09-1135f7441a71,False,5,,,,False,False,none,searching
b23df4f1-526b-5da7-9cfa-ed41aaf2dbde,9214935c-2817-543b-bef6-413e24a4686a,False,10,,,,False,False,none,searching
461d494a-510c-5ed3-aade-a068c1b44caf,05b193a6-ea78-5229-8542-96529cf89c7b,True,5,381977.72,3.0,Startup,True,False,none,placed
08f8569f-5956-5ec2-ada4-5ee42b4105e8,24e97dec-5e1d-54ac-986e-c6dd22e0af0c,False,6,,,,False,False,none,searching
fda01f8a-b8e1-5db6-bc9a-f46029c719c2,4c7e92a7-a733-5625-860d-75ec2afb8948,True,3,358547.72,1.0,Startup,True,False,none,placed
dc0cdd87-9ffa-5b7f-b88a-6c71a227912a,f0b709a5-bb20-5141-99b4-dc4d634bd175,True,12,382364.85,2.0,Startup,True,False,none,placed
c71a9391-7e3e-593d-8bdf-525d8a274960,7a1dd57b-cee0-548c-b67e-81bef1349ff1,False,9,,,,False,False,none,searching
c0e2df4e-f3a6-5003-8e55-cf4c8677ff7a,30e8e817-e165-5f38-be2a-3983a3007354,False,12,,,,False,False,none,searching
99b0a7a4-9019-5e95-9cca-9d5da28236ca,25c2b200-5f7f-5fcc-8e85-7c3ab293de01,False,6,,,,False,False,none,searching
f8f876fa-3d4e-5d90-8625-f7747aaa2cec,dece3e2f-7eda-5395-84de-b343dfff0618,False,8,,,,False,False,none,searching
bca972ec-f688-5ee8-9a96-73de722708d7,7e9438c8-caf5-51a6-841f-ca95b0725f97,False,12,,,,False,False,none,searching
6fd5e44b-ec23-5d79-b6dd-dfc05c7b1294,b1fb14f6-755b-5ee3-9316-77ea3c83fa3b,False,9,,,,False,False,none,searching
20c5d99c-05f8-5389-b396-4d1a83834006,3b6ef6e8-46d9-59aa-a9a7-f8d690f259fe,False,5,,,,False,False,none,searching
734902ca-4dff-59dd-b1ae-d9bee74e1c3a,c22a4ac0-aa2f-5ffa-9c9b-784a1b93697f,False,9,,,,False,False,none,searching
96c62f28-0bd5-517c-9724-cc8f6312e140,5b2dc0b7-1a08-5634-aa96-1502fcb5da8d,True,1,416645.81,1.0,Local/SME,True,False,none,placed
b50dfbb7-50aa-53f0-9bab-b725d507e687,2ff6a3af-340c-5dde-bd9a-5756639f3108,True,3,,,,False,True,false_negative_tier3,searching
fa9728b6-9904-5f30-a3bf-788fe49d8bac,611543b7-8177-5c1d-b6c5-ab2204e6937c,False,11,,,,False,False,none,searching
96d3ed4a-e363-5472-8e44-1a79b238201c,701c7aae-484b-5220-bc70-1b63de80a1cc,False,8,,,,False,False,none,searching
cfe69a4c-ac4d-5370-bb19-75acb11bc313,4cbe92a6-50d6-507f-9a06-0246482b5f75,False,6,,,,False,False,none,searching
add52813-016a-5b6b-841a-e7b143e9ce09,ce82bb8f-4464-5886-92ce-fc11d5c47bb7,False,10,,,,False,False,none,searching
0499761a-6da5-5663-a3f9-0e72041dcd9a,201b24c4-ba3f-5a30-8442-4203cdafd00d,False,5,,,,True,True,false_positive,placed
0ec8de46-4de4-5b9e-9fec-62a0e729c29e,81ad8cdc-c1b6-543f-8eac-a39fb1879658,True,4,592783.55,3.0,MNC,True,False,none,placed
762f5441-962f-5e61-bbed-e1dbc2e2e0ad,d6cecccc-61d0-5dd4-b09a-5282285cac4e,False,12,,,,False,False,none,searching
ae7521b0-bdb8-5ca1-84c3-ff65194e6b75,102e63d1-0c7b-5a1f-84d9-3824f3bd4614,True,8,380608.06,1.0,Local/SME,True,False,none,placed
af6a19a5-0acd-50c0-a8a4-843546eefe28,02387f07-c07a-5360-b0cc-d6904697d66b,False,10,,,,False,False,none,searching
53a21af1-8145-59ac-a010-ba0dae35e995,1bad5724-87ba-56e5-b05e-c01ca4cd30d7,False,10,,,,False,False,none,searching
5b6e68fa-6e7c-544c-a43e-9b6c80b3fc94,475ed207-ca28-5c4f-9235-c5a752c4c82f,True,1,482947.07,1.0,Startup,True,False,none,placed
208fd4bd-f14a-592a-b6c2-7c326ef2c19e,761ce93f-8fd9-5535-8b5d-1e4e4c23d8b7,True,2,421176.67,1.0,Startup,True,False,none,placed
079104ba-2030-55db-9fc9-c44f517da7b1,9737f7b2-c58b-56ce-b70d-de35b4f6b634,False,11,,,,False,False,none,searching
d174c891-98eb-5dec-b220-9a85e22e555a,a986f277-253a-52f7-a518-b47024fcd75e,False,5,,,,False,False,none,searching
972167a8-db15-57fe-8498-4efe26b316d1,1e28a41a-9e53-570a-aef5-f10670030009,True,2,415504.49,1.0,Local/SME,True,False,none,placed
2e6678c4-420b-55f2-8d5f-43ff43e5c0a8,282e3590-c210-565c-be3f-cd18ea349e2b,True,1,449500.99,1.0,Local/SME,True,False,none,placed
8e0dff55-3c96-5e0c-ba38-6345cbbe2408,c8b83bc3-0beb-5810-bdbe-a27d83a3a241,False,8,,,,False,False,none,searching
f417469d-25dd-55a1-a1f7-0e243acae707,f15c9ec0-bf6c-591f-9d37-0a5e7805f7c3,False,9,,,,False,False,none,searching
f16b7789-a6de-57a4-8020-59ccd87ce8ef,590f9b77-b9b2-5673-8bb9-5ead70917ac6,False,6,,,,False,False,none,searching
33ca428d-a744-521e-8c8a-c0ea9c44c96b,6d78c337-0316-51ae-9f24-e6a146ece10d,True,8,387125.46,1.0,Startup,True,False,none,placed
21b27119-2bef-5c62-9b17-51eb12d5d06e,fbb8b9c2-ebdb-5aa8-9ab0-31d676ef3843,False,8,,,,False,False,none,searching
41887862-4c2d-5cb5-bb1a-b983bdb2fd8a,9fce09c3-16c1-5187-9537-d64a7fed6f34,True,3,511428.31,2.0,Startup,True,False,none,placed
f134f75a-4461-569a-9e4a-bf02459d4956,8b9b134d-3f0d-5cb4-a82b-b94390840518,False,4,,,,False,False,none,searching
18178da6-c816-5b26-b1c1-e8b02e55afeb,997a9b57-e077-53b7-81a0-2d51401bdbd8,True,3,695409.66,3.0,MNC,True,False,none,placed
a25bcbdc-16da-533f-bf90-1e0685ea11fd,3331b113-3a8e-5be7-9bce-14d031d6c87f,False,6,,,,False,False,none,searching
509a4cea-3355-5b5b-90ad-3a88956010b8,7ded7d11-7339-5c10-a449-13317685b700,True,5,,,,False,True,false_negative_tier3,searching
918b08a0-23fb-569e-b4aa-5f1d2ddbeb47,9e8e0f93-16eb-5178-81d1-34ea08183d81,False,6,,,,False,False,none,searching
f951132c-a6ce-5478-8131-bbbf21c5a5d6,aa5ab375-ffc6-5104-9506-908de5219973,False,9,,,,False,False,none,searching
440f4f0f-645f-5865-9035-8c6040aacd58,febeed63-a7f7-57e7-a99e-d72d6a6ed159,False,4,,,,False,False,none,searching
81e8d081-1393-5899-91e0-aefd5ec65931,4a3ce72b-2883-5d62-9281-b14b3e31bf8c,False,4,,,,False,False,none,searching
5f92bd5e-9db5-5914-9af2-b187f6fa7a88,0ccbccd8-42b6-5b7a-80b1-2f88dd93002a,False,4,,,,False,False,none,searching
55dc9d83-c253-563e-ae83-9d8805a5e31d,961e7683-d00b-5f67-9707-ff588ae8e046,True,3,716061.95,1.0,MNC,True,False,none,placed
00b35188-20b3-5276-b7ad-14ffb397b4e3,c46b9e47-e967-52ec-b481-7791b7331376,True,3,418120.43,3.0,Mid-size,True,False,none,placed
01da8888-2f79-5c85-842a-22e95cfcb883,5ef92ed4-8ba8-5cdd-b3b6-cfd19419e973,False,9,,,,False,False,none,searching
8f6e9e05-988e-54c1-a962-09aa0b0e2066,bab4f298-5d93-54e3-8a14-b15fe4d8edbf,False,4,,,,False,False,none,searching
c7306fe9-9fe2-59fa-9205-ea27f298b24a,15713105-b913-5081-be50-709b285afd17,False,7,,,,True,True,clerical,placed
